total01_10_2022,arealand,pop100,medage,acs_pct_white_zc,acs_gini_index_zc,acs_median_hh_inc_zc,acs_pct_age_above65_zc,acs_pct_disable_zc,acs_pct_employed_zc,acs_pct_english_zc,acs_pct_female_zc,acs_pct_hh_internet_zc,acs_pct_hs_graduate_zc,acs_pct_hu_no_veh_zc,acs_pct_medicare_only_zc,acs_pct_spanish_zc,acs_pct_uninsured_zc,acs_pct_vet_zc,all_teeth_lost,annual_checkup,any_disability,arthritis,binge_drinking,copd,cancer_except_skin,cervical_cancer_screening,cholesterol_screening,chronic_kidney_disease,cognitive_disability,coronary_heart_disease,current_asthma,current_smoking,dental_visit,depression,diabetes,general_health,health_insurance,hearing_disability,high_blood_pressure,high_cholesterol,independent_living_disability,mammography,mental_health,mobility_disability,obesity,physical_health,physical_inactivity,self_care_disability,sleep_less_than_7hrs,stroke,taking_bp_medication,vision_disability
0.7069038490243645,0.0,0.8115863078920267,0.0,0.11213575452306332,1.3130231652344768,0.8256792604362316,0.062014524131044524,0.0,0.37837062092912527,0.0,0.6879025661946065,0.12072117499659618,0.0,0.235360164279189,0.0037503993092860566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3989250311661628,0.0,0.2777080078684022,0.5361329365191736,0.33201254329247776,0.0,0.0,0.0,0.0,0.0,0.6956251265798801,0.35488669946387275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8721813874279275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1624445396499987,0.0
0.49717192973563273,0.1502770052614083,0.7063972268180302,0.0,0.0,1.2955234818816705,0.5709058686909947,0.0,0.0,0.7846701418752092,0.0,0.05188392967353274,0.696040681352014,0.0,0.5836765640011505,0.0,0.5457012861885201,0.6951150495024525,0.0,0.0,0.0,0.0,0.0,0.1155163829837232,0.0,0.0,0.10907865931149154,0.0,0.0,0.0,0.0,0.0,0.0,0.34119584585284096,0.5495307578784743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.871653456890502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5362285426237021,0.0,0.024387586040881943,0.0,0.0,0.0,1.7645875895797958,0.0,0.0,1.1792514093799544,0.10446904137739459,0.0,0.9162074577961361,0.4374257086221796,0.0,0.0,0.3166103350978609,0.1040219488951517,0.0,0.0,0.0,0.0,0.0,1.301362695971105,0.0,0.0,0.3751743155988062,0.0,0.0,0.09695832318671191,0.0,0.0,0.08120666730703674,0.0,0.0,0.0,0.0,0.8052821365890068,0.0,0.0,0.0,0.0,0.7144933064583313,0.0,0.0,0.34468444534610826,0.0,0.0,0.0,1.2090615648013432,0.0,0.0,0.0
0.4871749691618522,0.0,0.018097446943148982,0.0,0.0,0.0,1.778967841728157,0.0,0.0,1.195365309649445,0.050101398552097456,0.0,0.9419944605058094,0.44568873116857444,0.0,0.0,0.3213601765846038,0.12543776518049227,0.0,0.0,0.0,0.0,0.0,1.35763537694591,0.0,0.0,0.3780540374552496,0.0,0.0,0.11491055108916731,0.0,0.0,0.0277255148363215,0.0,0.0,0.0,0.0,0.7866126438259573,0.0,0.0,0.0,0.0,0.7233435639129675,0.0,0.0,0.3676124245268415,0.0,0.0,0.0,1.176770208169237,0.0,0.0,0.0
0.5381392015166826,0.0,0.7006090009557503,0.0,0.0,1.4598426939288274,0.0,0.0,0.0,0.0,0.0,0.22018313808653653,0.3437433187292245,0.0,1.7727768505854273,0.0,1.9538096013740491,2.2336586874764177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021892467284142306,0.0,0.0,0.19222297898675533,0.0,0.29479530454209374,0.0,0.0,0.0,0.0,0.3016193525764099,1.6263538603721106,0.0,0.0,0.0,0.2104694427213041,0.9732543049125945,0.15004046543523797,0.0,0.0,0.0,0.0,0.42971129921232076,0.21004543770393028,0.0,0.0,0.7409161643905844
0.5510068989520532,0.0,0.6872711358755583,0.0,0.0,1.4473619344391888,0.0,0.0,0.0,0.0,0.0,0.20228502429995066,0.341195882937357,0.0,1.7771831033075383,0.0,1.943688709041571,2.200565787759907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047837103953516896,0.0,0.0,0.2506718793088118,0.0,0.31260492280247726,0.0,0.0,0.0,0.0,0.29349909690554543,1.6184342781325616,0.0,0.0,0.0,0.20926906079891766,0.9687623594431091,0.11881044312125735,0.0,0.0,0.0,0.0,0.4390267933201099,0.20893867106608927,0.0,0.0,0.741516209009788
0.5279130424167792,2.761246685915428,0.9919862319394848,0.02696805617224041,0.8696345020268162,0.0,0.03956128598944589,0.0,0.0,0.780112742005532,0.5142617648695592,0.0,0.6366295161983425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9516388228520974,0.0,0.0008505521413942688,0.9675470320644307,0.44457468613507206,0.0,0.0,0.0,0.0,0.0,0.8828837356457621,0.07330523440519654,0.0,0.0,0.0,0.0,0.0,0.06767449293290236,0.0,0.16763546318692613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6807793843863977,2.5646830963540137,1.337183342630268,0.046663165165636344,0.9005557846882042,0.0,0.8648318505478707,0.0,0.11105794910457834,0.7360283358807509,0.5604701464280248,0.0,0.11218185801608627,0.0,0.10039211883306287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8743220056013887,0.0,0.10371677910086494,0.5745059374017067,0.0,0.0,0.0,0.0,0.0,0.0,0.5064582104035535,0.26147625808452646,0.0,0.0,0.0,0.0,0.0,0.09939762920597185,0.0,0.5588188698345711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10906838250077365,0.0
0.5752432661601361,3.383998087243266,0.6507848604291944,0.6617171715279799,0.3324327468845126,1.3147610570457273,0.0,1.2452847049593723,0.7286614643219234,0.9299653003423779,0.23177023854017836,0.653852061671291,0.0,0.0,0.7154845036501248,0.6701728402113376,0.21249727823383477,0.12380141858982845,0.0,0.0,1.1017245169037098,0.6184363920399951,0.7877153548023311,0.0,0.5436833462481003,1.1556369899986128,0.6196329833813208,0.4705395469891251,1.1612244715375406,0.0,1.0214433887581145,0.0,0.0,0.7807345080384585,0.0,0.40037334776050915,0.3221858734995249,0.15885562767926295,1.1921028560377511,0.41965068735657834,0.1494881971573237,0.28084592850605367,1.367798785114872,0.0,0.7129760094340788,0.0,0.32786403382720763,0.07951230975489182,0.29352043040404807,0.0,0.9287978218038581,1.052514201572902,0.36273947701818643
0.5675330326922499,3.39183778777315,0.6535587456647496,0.6636015737755098,0.3490739387236514,1.3033860643534312,0.0,1.247083658865915,0.7318121023027947,0.9246067122595996,0.24356890706774323,0.6752793035163464,0.0,0.0,0.7513108584757865,0.6514305071774769,0.20405233844836618,0.09984350609299072,0.0,0.0,1.0878934723849039,0.59789944020415,0.7855272872194935,0.0,0.5454472769423522,1.1560706745734546,0.5869610392173417,0.47504446365284314,1.1343215416581192,0.0,1.0226303899318263,0.0,0.0,0.7727067385015359,0.0,0.3508513621355569,0.3285204702515805,0.1275142392987452,1.1543178064324136,0.4037325000572219,0.16755376465033978,0.27936284174839177,1.3740271616089965,0.0,0.7153716318528268,0.0,0.35986583518163134,0.021666868386240476,0.35891706186105365,0.0,0.8847530826374562,1.051769168098675,0.36394206778094523
